movie_code,review
m/the_dinner_2017," A shouty, hammy, tedious, damp-squib firework display of dullness."
m/the_dinner_party_2020," Both unpalatable and indigestible...[a] dreary hodgepodge of horror-movie clichés, played at a ponderous pace that accentuates the overripe dialogue and ludicrously theatrical performances."
m/the_dinosaur_project, The found-footage horror genre branches out into family-friendly territory with this modestly budgeted action-adventure thriller [in which the victims] are so sketchily characterised that you barely register their presence before they meet their demise.
m/the_dirt_2019," The danger of a document like The Dirt is in showing pigheadedness as not only fun and cool, but also elemental, inexplicable, and unstoppable. Boys will be boys, boys, boys."
m/the_disappearance_of_eleanor_rigby_them," As one movie, it may not be a groundbreaking look at relationships, but what remains is an unusually delicate American drama."
m/the_disappointments_room, There simply aren't enough scares to build tension throughout. Most of the film is just Beckinsale walking around looking worried.
m/the_disaster_artist," It's a hilarious master class in self-referentiality, as well as an affectionate and reverential tribute to Tommy Wiseau and his mad creation."
m/the_discovery_2017, Jason Segel and Rooney Mara are an unlikely central pairing in this low-key sci-fi about the discovery of an afterlife.
m/the_dish_and_the_spoon_2011," With its deliberately quirky characters and meandering series of events, this mumblecore movie is enjoyably ramshackle, constantly catching us off guard with spiky humour or warm emotion."
m/the_divergent_series_allegiant," Woodley ... struggles with a character that, unlike Jennifer Lawrence in the Hunger Games films, is getting less interesting with each passing movie."
m/the_divide_2012, Gens' disaster pic has visual flair aplenty and an explosive third reel which mostly forgives the inoffensively routine first two.
m/the_divine_fury," While it has some good elements and can be fun from time to time, the unoriginal plot and concept, flat storyline and uninteresting characters do not really heighten expectations for the upcoming films."
m/the_divine_order, Feminism triumphs as Swiss women push for the right to vote.
m/the_diving_bell_and_the_butterfly_2007," An arresting true story and a ravishing visual creation, but the two remain separate entities that do not support one another but get in each other's way instead."
m/the_do_deca_pentathlon, The film overall feels like a series of cheesy home-video outtakes.
m/the_dog_2014, What makes The Dog so compelling isn't Wojtowicz's cinematic imprint but the place in history that was very likely denied him by chance and his own irascibility.
m/the_dog_lover," At best, The Dog Lover is like a bad Hallmark Channel or Lifetime movie, so bland and vanilla it would be inhumane to canines to call it a ""dog"" of a movie."
m/the_dogs_of_war," Cry Havoc . . . and wake me up for the last 15 minutes. Not a bad film, but it is a bit of a mixed bag. I just wish that bag had held a higher body count."
m/the_doorman_2008," Not until the goofy closing credits does the film hit its tonal stride and nail what could have been its saving, salient theme: the absurd lines that fancy people draw (and obey) to make themselves feel special on a Saturday night."
m/the_double_2011," Too silly to be confusing and too flaccid to reach potboiler status, the convoluted spy-thriller The Double is a tossed-off theatrical release that lands with a resounding thud."
m/the_double_2013," Arch, weird and very, very funny, it's like watching an entire Bulgarian film festival in a single sitting."
m/the_dresser," It is, it really is, just as magnificent, powerful and enthralling as you would imagine. Yet to assume the greatness of The Dresser based on the simply sum of its parts is to miss the whole point of the story."
m/the_dressmaker," Moorhouse's adaptation of Rosalie Ham's 2000 novel may lead audiences to expect a primmer, more well-behaved movie based on its title alone, but that doesn't mean it won't have them in stitches."
m/the_driller_killer, I suspect that a viewer might also begin wielding a power drill if he or she had to sit through it too many times.
m/the_drop," With its optimistic ending, the film muddies its previous statements regarding the danger of unthinkingly hanging on to totems of the past."
m/the_drowning, Distinguishes itself by applying a depth of psychological observation that yields a genuinely unsettling vision.
m/the_duel_2016, Hemsworth's emotionless performance (and a murky subplot about his wife's inexplicable descent into madness) mean that this scattershot Western misses its mark.
m/the_duelist_2016, Eye for detail makes The Duelist's protagonists just as compelling as their setting.
m/the_duff," This winsome comedy is a little low in the stakes department, not to mention predictable, but it gets an ""A"" for charm."
m/the_duke_is_tops, Mildly entertaining all-black musical that introduced a 21-year-old Lena Horne.
m/the_duke_of_burgundy," A midnight movie for the smart set, the latest from up-and-coming filmmaker Peter Strickland is a beautiful puzzle."
m/the_dyatlov_pass_incident," As a solution to a genuine Soviet-era mystery, it leaves Occam's razor out in the cold - but as a clever, confounding trip through some of the more unusual events of the last hundred years, it gets more than just a pass"
m/the_eagle_huntress, Aisholpan's sincerity and joy shines through [any] concerns. She's a genuine hero for the 21s century and her story is not to be missed.
m/the_earrings_of_madame_de," Ophuls's camera style is famous for its physicalization of time, in which every fleeting moment is recorded and made palpable by the ceaseless tracking shots, yet his delineation of space is also sublime and highly charged."
m/the_east_2013, There's no doubt that talented filmmakers like Batmanglij and Marling have a bright future in Hollywood.
m/the_edge_of_democracy, A deeply felt rumination on a troubled political scene.
m/the_edge_of_seventeen," Fast, full-hearted and graced with a beautifully modulated lead turn by Hailee Steinfeld, the movie takes the risk of playing it straight and sincere - and the risk pays off."
m/the_editor, A well worked and occasionally well-sustained satire of the wonderfully sleazy Italian murder-mystery melodramas from the 1960s to the '80s ...
